Time,Boss,Event,Reporter
2019-12-29 03:40 PM,AZUREGOS,CHECKED,riss
2019-12-29 04:09 PM,AZUREGOS,CHECKED,riss
2019-12-29 04:28 PM,AZUREGOS,CHECKED,riss
2019-12-29 05:06 PM,AZUREGOS,CHECKED,riss
2019-12-29 05:32 PM,AZUREGOS,CHECKED,riss
2019-12-29 06:01 PM,AZUREGOS,CHECKED,riss
2019-12-29 07:17 PM,AZUREGOS,CHECKED,riss
2019-12-29 07:56 PM,AZUREGOS,CHECKED,Finalmint
2019-12-29 08:53 PM,AZUREGOS,CHECKED,Zizzo
2019-12-29 10:23 PM,AZUREGOS,CHECKED,riss
2019-12-30 12:25 AM,AZUREGOS,CHECKED,riss
2019-12-30 01:22 AM,AZUREGOS,CHECKED,Smoothie
2019-12-30 02:24 AM,AZUREGOS,CHECKED,riss
2019-12-30 02:50 AM,AZUREGOS,CHECKED,riss
2019-12-30 03:49 AM,AZUREGOS,CHECKED,Smoothie
2019-12-30 04:08 AM,AZUREGOS,CHECKED,riss
2019-12-30 05:35 AM,AZUREGOS,CHECKED,Willboof
2019-12-30 06:13 AM,AZUREGOS,CHECKED,Smoothie
2019-12-30 06:43 AM,AZUREGOS,CHECKED,riss
2019-12-30 07:33 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-30 08:07 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-30 08:55 AM,AZUREGOS,CHECKED,Êl
2019-12-30 09:32 AM,AZUREGOS,CHECKED,Splüsh
2019-12-30 10:40 AM,AZUREGOS,KILLED,Zizzo
2019-12-30 01:37 PM,KAZZAK,CHECKED,Maneuvers
2019-12-30 02:36 PM,KAZZAK,CHECKED,Zizzo
2019-12-30 02:36 PM,AZUREGOS,CHECKED,Zizzo
2019-12-30 06:05 PM,KAZZAK,CHECKED,Smoothie
2019-12-30 07:36 PM,KAZZAK,CHECKED,Maneuvers
2019-12-30 08:27 PM,KAZZAK,CHECKED,Lokomani
2019-12-30 09:28 PM,KAZZAK,CHECKED,Reticence
2019-12-30 10:06 PM,KAZZAK,CHECKED,Reticence
2019-12-30 10:49 PM,KAZZAK,CHECKED,riss
2019-12-30 11:16 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 12:19 AM,KAZZAK,CHECKED,Reticence
2019-12-31 02:06 AM,KAZZAK,CHECKED,Reticence
2019-12-31 05:26 AM,KAZZAK,CHECKED,Lokomani
2019-12-31 06:40 AM,KAZZAK,CHECKED,Autonomic
2019-12-31 07:28 AM,KAZZAK,CHECKED,Autonomic
2019-12-31 07:45 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-31 08:13 AM,KAZZAK,CHECKED,Zizzo
2019-12-31 09:21 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-31 09:42 AM,KAZZAK,CHECKED,Zizzo
2019-12-31 10:06 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-31 12:22 PM,KAZZAK,CHECKED,Autonomic
2019-12-31 01:20 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-31 01:40 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-31 01:42 PM,KAZZAK,CHECKED,Autonomic
2019-12-31 02:49 PM,KAZZAK,CHECKED,Reticence
2019-12-31 03:33 PM,KAZZAK,CHECKED,Reticence
2019-12-31 03:50 PM,KAZZAK,CHECKED,Reticence
2019-12-31 04:43 PM,KAZZAK,CHECKED,Butterboy
2019-12-31 05:40 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 06:02 PM,AZUREGOS,CHECKED,Smoothie
2019-12-31 06:06 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 06:52 PM,KAZZAK,CHECKED,Marroh
2019-12-31 07:54 PM,AZUREGOS,CHECKED,Smoothie
2019-12-31 07:54 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 08:43 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 08:47 PM,AZUREGOS,CHECKED,Finalmint
2019-12-31 09:17 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 09:25 PM,AZUREGOS,CHECKED,Finalmint
2019-12-31 09:43 PM,KAZZAK,CHECKED,Marroh
2019-12-31 09:55 PM,AZUREGOS,CHECKED,Finalmint
2019-12-31 09:59 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 10:00 PM,AZUREGOS,CHECKED,Smoothie
2019-12-31 10:26 PM,KAZZAK,CHECKED,Lokomani
2019-12-31 10:53 PM,KAZZAK,CHECKED,Marroh
2019-12-31 10:55 PM,AZUREGOS,CHECKED,Finalmint
2019-12-31 11:30 PM,AZUREGOS,CHECKED,Finalmint
2019-12-31 11:44 PM,KAZZAK,CHECKED,Lokomani
2020-01-01 12:00 AM,AZUREGOS,CHECKED,Finalmint
2020-01-01 12:00 AM,KAZZAK,CHECKED,Lokomani
2020-01-01 12:32 AM,KAZZAK,CHECKED,Lokomani
2020-01-01 01:13 AM,KAZZAK,CHECKED,Marroh
2020-01-01 01:53 AM,KAZZAK,CHECKED,Marroh
2020-01-01 02:43 AM,AZUREGOS,CHECKED,Smoothie
2020-01-01 03:16 AM,KAZZAK,CHECKED,Butterboy
2020-01-01 04:45 AM,KAZZAK,CHECKED,Maneuvers
2020-01-01 05:07 AM,KAZZAK,CHECKED,Autonomic
2020-01-01 06:02 AM,KAZZAK,KILLED,Autonomic
2020-01-01 06:11 AM,AZUREGOS,CHECKED,Êl
2020-01-01 07:07 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 07:42 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 08:40 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 09:19 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 09:52 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 10:07 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-01 10:31 AM,AZUREGOS,CHECKED,Simi
2020-01-01 11:06 AM,AZUREGOS,CHECKED,Finalmint
2020-01-01 11:32 AM,AZUREGOS,CHECKED,Finalmint
2020-01-01 12:00 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 12:36 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 01:00 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 01:30 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 02:02 PM,AZUREGOS,CHECKED,Simi
2020-01-01 02:02 PM,AZUREGOS,CHECKED,Smoothie
2020-01-01 02:30 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 03:02 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 03:30 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 04:07 PM,AZUREGOS,CHECKED,Finalmint
2020-01-01 04:34 PM,AZUREGOS,KILLED,Zizzo
2020-01-02 08:25 AM,KAZZAK,CHECKED,Autonomic
2020-01-02 10:29 AM,KAZZAK,CHECKED,Autonomic
2020-01-02 10:53 AM,KAZZAK,CHECKED,Zizzo
2020-01-02 12:19 PM,KAZZAK,CHECKED,Zizzo
2020-01-02 01:06 PM,KAZZAK,CHECKED,Zizzo
2020-01-02 01:35 PM,KAZZAK,CHECKED,Lokomani
2020-01-02 01:50 PM,KAZZAK,CHECKED,trojjan
2020-01-02 02:15 PM,KAZZAK,CHECKED,Zizzo
2020-01-02 03:25 PM,KAZZAK,CHECKED,trojjan
2020-01-02 04:02 PM,KAZZAK,CHECKED,Lokomani
2020-01-02 04:24 PM,KAZZAK,CHECKED,Zizzo
2020-01-02 04:59 PM,KAZZAK,CHECKED,Lokomani
2020-01-02 05:15 PM,KAZZAK,CHECKED,Smoothie
2020-01-02 05:59 PM,KAZZAK,CHECKED,Lokomani
2020-01-02 06:45 PM,KAZZAK,CHECKED,Lokomani
2020-01-02 07:53 PM,KAZZAK,KILLED,Zizzo
2020-01-02 11:02 PM,AZUREGOS,CHECKED,Lokomani
2020-01-03 12:52 AM,AZUREGOS,CHECKED,Belicia
2020-01-03 01:23 AM,AZUREGOS,CHECKED,Êl
2020-01-03 01:53 AM,AZUREGOS,CHECKED,Êl
2020-01-03 02:50 AM,AZUREGOS,CHECKED,Êl
2020-01-03 03:21 AM,AZUREGOS,CHECKED,Êl
2020-01-03 03:53 AM,AZUREGOS,CHECKED,Êl
2020-01-03 04:26 AM,AZUREGOS,CHECKED,Êl
2020-01-03 04:59 AM,AZUREGOS,CHECKED,Êl
2020-01-03 05:35 AM,AZUREGOS,CHECKED,Êl
2020-01-03 06:08 AM,AZUREGOS,CHECKED,Êl
2020-01-03 10:10 AM,AZUREGOS,CHECKED,Belicia
2020-01-03 11:18 AM,AZUREGOS,CHECKED,Lokomani
2020-01-03 11:43 AM,AZUREGOS,CHECKED,Belicia
2020-01-03 12:50 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-03 02:35 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-03 03:14 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-03 03:58 PM,AZUREGOS,CHECKED,Êl
2020-01-03 04:30 PM,AZUREGOS,CHECKED,Êl
2020-01-03 05:05 PM,AZUREGOS,CHECKED,Êl
2020-01-03 05:38 PM,AZUREGOS,CHECKED,Êl
2020-01-03 06:15 PM,AZUREGOS,CHECKED,Êl
2020-01-03 06:47 PM,AZUREGOS,CHECKED,Êl
2020-01-03 07:26 PM,AZUREGOS,CHECKED,Êl
2020-01-03 08:13 PM,AZUREGOS,CHECKED,Êl
2020-01-03 08:58 PM,AZUREGOS,CHECKED,Êl
2020-01-03 09:56 PM,AZUREGOS,CHECKED,Êl
2020-01-03 11:15 PM,AZUREGOS,CHECKED,Lokomani
2020-01-04 12:32 AM,AZUREGOS,CHECKED,Lokomani
2020-01-04 02:06 AM,KAZZAK,CHECKED,Autonomic
2020-01-04 02:35 AM,AZUREGOS,CHECKED,Êl
2020-01-04 03:19 AM,AZUREGOS,CHECKED,Êl
2020-01-04 03:25 AM,KAZZAK,CHECKED,Autonomic
2020-01-04 03:50 AM,AZUREGOS,CHECKED,Êl
2020-01-04 04:27 AM,AZUREGOS,CHECKED,Êl
2020-01-04 05:28 AM,AZUREGOS,CHECKED,Êl
2020-01-04 05:28 AM,KAZZAK,CHECKED,Autonomic
2020-01-04 06:13 AM,AZUREGOS,CHECKED,Êl
2020-01-04 06:46 AM,AZUREGOS,CHECKED,Êl
2020-01-04 08:23 AM,AZUREGOS,CHECKED,Lokomani
2020-01-04 08:25 AM,KAZZAK,CHECKED,Lokomani
2020-01-04 08:29 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-04 09:26 AM,KAZZAK,CHECKED,Lokomani
2020-01-04 09:27 AM,AZUREGOS,CHECKED,Lokomani
2020-01-04 10:07 AM,KAZZAK,CHECKED,Lokomani
2020-01-04 10:59 AM,KAZZAK,CHECKED,Lokomani
2020-01-04 11:11 AM,AZUREGOS,CHECKED,Lokomani
2020-01-04 01:01 PM,KAZZAK,CHECKED,Lokomani
2020-01-04 01:01 PM,AZUREGOS,CHECKED,Lokomani
2020-01-04 01:46 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-04 02:34 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 02:37 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-04 03:34 PM,AZUREGOS,CHECKED,Durtgrub
2020-01-04 03:36 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 04:01 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 04:21 PM,AZUREGOS,CHECKED,Êl
2020-01-04 05:02 PM,AZUREGOS,CHECKED,Êl
2020-01-04 05:07 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 05:28 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 05:38 PM,AZUREGOS,CHECKED,Êl
2020-01-04 06:10 PM,KAZZAK,CHECKED,trojjan
2020-01-04 06:11 PM,AZUREGOS,CHECKED,Êl
2020-01-04 06:32 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 06:46 PM,AZUREGOS,CHECKED,Êl
2020-01-04 07:03 PM,KAZZAK,CHECKED,trojjan
2020-01-04 07:19 PM,AZUREGOS,CHECKED,Êl
2020-01-04 07:33 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 08:00 PM,AZUREGOS,CHECKED,Êl
2020-01-04 08:32 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 08:50 PM,AZUREGOS,CHECKED,Êl
2020-01-04 09:05 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 09:28 PM,KAZZAK,CHECKED,trojjan
2020-01-04 09:32 PM,AZUREGOS,CHECKED,Marroh
2020-01-04 09:57 PM,KAZZAK,CHECKED,Zizzo
2020-01-04 10:13 PM,AZUREGOS,CHECKED,Êl
2020-01-04 11:03 PM,AZUREGOS,CHECKED,Êl
2020-01-04 11:13 PM,KAZZAK,KILLED,Zizzo
2020-01-04 11:33 PM,AZUREGOS,CHECKED,Êl
2020-01-05 12:03 AM,AZUREGOS,CHECKED,Êl
2020-01-05 12:42 AM,AZUREGOS,CHECKED,Êl
2020-01-05 01:12 AM,AZUREGOS,CHECKED,Êl
2020-01-05 01:42 AM,AZUREGOS,CHECKED,Êl
2020-01-05 02:18 AM,AZUREGOS,CHECKED,Êl
2020-01-05 02:41 AM,AZUREGOS,CHECKED,Marroh
2020-01-05 03:25 AM,AZUREGOS,CHECKED,Êl
2020-01-05 03:49 AM,AZUREGOS,CHECKED,Marroh
2020-01-05 04:24 AM,AZUREGOS,CHECKED,Êl
2020-01-05 04:52 AM,AZUREGOS,CHECKED,Marroh
2020-01-05 05:27 AM,AZUREGOS,CHECKED,Êl
2020-01-05 06:04 AM,AZUREGOS,CHECKED,Êl
2020-01-05 06:39 AM,AZUREGOS,CHECKED,Êl
2020-01-05 07:20 AM,AZUREGOS,CHECKED,Êl
2020-01-05 07:43 AM,AZUREGOS,CHECKED,Belicia
2020-01-05 08:23 AM,AZUREGOS,CHECKED,Belicia
2020-01-05 09:42 AM,AZUREGOS,CHECKED,Durtgrub
2020-01-05 11:36 AM,AZUREGOS,CHECKED,Maneuvers
2020-01-05 12:32 PM,AZUREGOS,CHECKED,Maneuvers
2020-01-05 12:43 PM,AZUREGOS,CHECKED,Maneuvers
2020-01-05 12:47 PM,AZUREGOS,CHECKED,Maneuvers
2020-01-05 01:28 PM,AZUREGOS,CHECKED,Êl
2020-01-05 01:55 PM,AZUREGOS,CHECKED,Êl
2020-01-05 02:22 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 02:42 PM,AZUREGOS,CHECKED,Êl
2020-01-05 03:14 PM,AZUREGOS,CHECKED,Êl
2020-01-05 03:38 PM,AZUREGOS,CHECKED,Maneuvers
2020-01-05 04:04 PM,AZUREGOS,CHECKED,Êl
2020-01-05 04:25 PM,AZUREGOS,CHECKED,Êl
2020-01-05 04:55 PM,AZUREGOS,CHECKED,Finalmint
2020-01-05 05:11 PM,AZUREGOS,CHECKED,Êl
2020-01-05 05:41 PM,AZUREGOS,CHECKED,Êl
2020-01-05 06:10 PM,AZUREGOS,CHECKED,Êl
2020-01-05 07:00 PM,AZUREGOS,CHECKED,Lokomani
2020-01-05 07:12 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 08:02 PM,AZUREGOS,CHECKED,Lokomani
2020-01-05 08:30 PM,AZUREGOS,CHECKED,Lokomani
2020-01-05 08:54 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 09:51 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 09:58 PM,AZUREGOS,CHECKED,Smoothie
2020-01-05 10:20 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 10:43 PM,AZUREGOS,CHECKED,Belicia
2020-01-05 11:20 PM,AZUREGOS,CHECKED,Exelark
2020-01-05 11:50 PM,AZUREGOS,CHECKED,ApachePrime
2020-01-06 12:15 AM,AZUREGOS,CHECKED,ApachePrime
2020-01-06 12:50 AM,AZUREGOS,CHECKED,Belicia
2020-01-06 01:51 AM,AZUREGOS,CHECKED,ApachePrime
2020-01-06 02:14 AM,AZUREGOS,CHECKED,Êl
2020-01-06 02:36 AM,AZUREGOS,CHECKED,Êl
2020-01-06 03:05 AM,AZUREGOS,CHECKED,Êl
2020-01-06 03:30 AM,AZUREGOS,CHECKED,Êl
2020-01-06 05:15 AM,AZUREGOS,KILLED,Zizzo
2020-01-06 09:46 AM,KAZZAK,CHECKED,Durtgrub
2020-01-06 03:05 PM,KAZZAK,CHECKED,Butterboy
2020-01-06 03:42 PM,KAZZAK,CHECKED,Butterboy
2020-01-06 04:21 PM,KAZZAK,CHECKED,Butterboy
2020-01-06 04:50 PM,KAZZAK,CHECKED,Zizzo
2020-01-06 05:54 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 07:00 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 07:30 PM,KAZZAK,CHECKED,Zizzo
2020-01-06 08:10 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 08:30 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 09:03 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 09:28 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 10:12 PM,KAZZAK,CHECKED,Lokomani
2020-01-06 10:40 PM,KAZZAK,CHECKED,Zizzo
2020-01-06 11:14 PM,KAZZAK,CHECKED,Lokomani
2020-01-07 12:17 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 01:53 AM,AZUREGOS,CHECKED,Maneuvers
2020-01-07 04:16 AM,KAZZAK,CHECKED,Autonomic
2020-01-07 06:17 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 07:33 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 08:03 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 08:33 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 09:00 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 09:35 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 10:06 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 10:22 AM,AZUREGOS,CHECKED,Êl
2020-01-07 10:28 AM,KAZZAK,CHECKED,Lokomani
2020-01-07 10:50 AM,AZUREGOS,CHECKED,Êl
2020-01-07 11:21 AM,AZUREGOS,CHECKED,Êl
