Time,Boss,Event
12/24/2019 0:16,AZUREGOS,CHECKED
12/24/2019 1:00,KAZZAK,CHECKED
12/24/2019 1:15,AZUREGOS,CHECKED
12/24/2019 1:38,AZUREGOS,CHECKED
12/24/2019 4:05,AZUREGOS,CHECKED
12/24/2019 4:06,KAZZAK,CHECKED
12/24/2019 8:02,KAZZAK,CHECKED
12/24/2019 8:05,AZUREGOS,CHECKED
12/24/2019 8:49,KAZZAK,CHECKED
12/24/2019 8:49,AZUREGOS,CHECKED
12/24/2019 11:17,AZUREGOS,CHECKED
12/24/2019 11:17,KAZZAK,CHECKED
12/24/2019 11:52,KAZZAK,CHECKED
12/24/2019 12:15,KAZZAK,CHECKED
12/24/2019 12:57,AZUREGOS,CHECKED
12/24/2019 12:57,KAZZAK,CHECKED
12/24/2019 16:43,KAZZAK,CHECKED
12/24/2019 17:26,KAZZAK,CHECKED
12/24/2019 19:38,KAZZAK,CHECKED
12/24/2019 19:54,KAZZAK,CHECKED
12/24/2019 23:51,AZUREGOS,CHECKED
12/24/2019 23:56,KAZZAK,CHECKED
12/25/2019 0:16,AZUREGOS,CHECKED
12/25/2019 2:26,KAZZAK,CHECKED
12/25/2019 3:05,KAZZAK,CHECKED
12/25/2019 4:01,KAZZAK,CHECKED
12/25/2019 4:10,KAZZAK,CHECKED
12/25/2019 4:29,KAZZAK,CHECKED
12/25/2019 5:05,KAZZAK,CHECKED
12/25/2019 5:27,AZUREGOS,CHECKED
12/25/2019 5:28,KAZZAK,CHECKED
12/25/2019 8:20,KAZZAK,CHECKED
12/25/2019 10:18,KAZZAK,CHECKED
12/25/2019 10:35,KAZZAK,KILLED
12/25/2019 12:43,AZUREGOS,KILLED
12/26/2019 8:07,KAZZAK,CHECKED
12/26/2019 11:14,KAZZAK,CHECKED
12/26/2019 17:38,AZUREGOS,CHECKED
12/26/2019 20:08,AZUREGOS,CHECKED
12/26/2019 20:51,AZUREGOS,CHECKED
12/26/2019 21:58,AZUREGOS,CHECKED
12/26/2019 22:57,AZUREGOS,CHECKED
12/26/2019 23:31,AZUREGOS,CHECKED
12/27/2019 1:48,AZUREGOS,CHECKED
12/27/2019 2:26,KAZZAK,CHECKED
12/27/2019 3:24,AZUREGOS,CHECKED
12/27/2019 3:39,KAZZAK,CHECKED
12/27/2019 5:04,AZUREGOS,CHECKED
12/27/2019 6:27,AZUREGOS,CHECKED
12/27/2019 7:32,AZUREGOS,CHECKED
12/27/2019 7:47,AZUREGOS,CHECKED
12/27/2019 9:37,AZUREGOS,CHECKED
12/27/2019 18:55,AZUREGOS,CHECKED
12/27/2019 19:28,AZUREGOS,CHECKED
12/27/2019 20:01,AZUREGOS,CHECKED
12/27/2019 20:42,AZUREGOS,CHECKED
12/27/2019 20:44,KAZZAK,CHECKED
12/27/2019 21:42,AZUREGOS,CHECKED
12/27/2019 22:09,KAZZAK,CHECKED
12/27/2019 22:35,AZUREGOS,CHECKED
12/27/2019 23:01,KAZZAK,CHECKED
12/27/2019 23:06,AZUREGOS,CHECKED
12/28/2019 2:16,AZUREGOS,CHECKED
12/28/2019 3:15,KAZZAK,CHECKED
12/28/2019 4:08,AZUREGOS,CHECKED
12/28/2019 4:54,KAZZAK,CHECKED
12/28/2019 5:13,AZUREGOS,CHECKED
12/28/2019 6:11,AZUREGOS,CHECKED
12/28/2019 6:39,AZUREGOS,CHECKED
12/28/2019 7:05,AZUREGOS,CHECKED
12/28/2019 8:02,AZUREGOS,CHECKED
12/28/2019 8:15,KAZZAK,CHECKED
12/28/2019 8:35,AZUREGOS,CHECKED
12/28/2019 9:09,KAZZAK,CHECKED
12/28/2019 10:20,AZUREGOS,CHECKED
12/28/2019 11:12,AZUREGOS,CHECKED
12/28/2019 11:45,AZUREGOS,CHECKED
12/28/2019 12:10,KAZZAK,CHECKED
12/28/2019 12:24,AZUREGOS,CHECKED
12/28/2019 12:31,KAZZAK,CHECKED
12/28/2019 13:05,AZUREGOS,CHECKED
12/28/2019 13:26,KAZZAK,CHECKED
12/28/2019 14:04,AZUREGOS,CHECKED
12/28/2019 14:12,KAZZAK,CHECKED
12/28/2019 14:39,KAZZAK,CHECKED
12/28/2019 14:43,AZUREGOS,CHECKED
12/28/2019 16:42,AZUREGOS,CHECKED
12/28/2019 17:39,KAZZAK,CHECKED
12/28/2019 18:01,AZUREGOS,CHECKED
12/28/2019 18:14,KAZZAK,CHECKED
12/28/2019 19:37,AZUREGOS,CHECKED
12/28/2019 20:08,AZUREGOS,CHECKED
12/28/2019 20:11,KAZZAK,CHECKED
12/28/2019 20:34,AZUREGOS,CHECKED
12/28/2019 20:59,AZUREGOS,CHECKED
12/28/2019 20:59,KAZZAK,CHECKED
12/28/2019 21:19,AZUREGOS,CHECKED
12/28/2019 21:54,KAZZAK,CHECKED
12/28/2019 22:07,AZUREGOS,CHECKED
12/28/2019 22:28,KAZZAK,CHECKED
12/28/2019 22:53,KAZZAK,KILLED
12/28/2019 22:57,AZUREGOS,CHECKED
12/28/2019 23:28,AZUREGOS,CHECKED
12/28/2019 23:55,AZUREGOS,CHECKED
12/29/2019 0:29,AZUREGOS,CHECKED
12/29/2019 0:56,AZUREGOS,CHECKED
12/29/2019 1:26,AZUREGOS,CHECKED
12/29/2019 1:56,AZUREGOS,CHECKED
12/29/2019 2:10,AZUREGOS,CHECKED
12/29/2019 3:05,AZUREGOS,CHECKED
12/29/2019 3:40,AZUREGOS,CHECKED
12/29/2019 4:35,AZUREGOS,CHECKED
12/29/2019 5:25,AZUREGOS,CHECKED
12/29/2019 6:01,AZUREGOS,CHECKED
12/29/2019 6:30,AZUREGOS,CHECKED
12/29/2019 8:12,AZUREGOS,CHECKED
12/29/2019 8:30,AZUREGOS,CHECKED
12/29/2019 8:53,AZUREGOS,CHECKED
12/29/2019 9:21,AZUREGOS,CHECKED
12/29/2019 9:46,AZUREGOS,CHECKED
12/29/2019 10:15,AZUREGOS,CHECKED
12/29/2019 11:02,AZUREGOS,CHECKED
12/29/2019 11:50,AZUREGOS,CHECKED
12/29/2019 12:20,AZUREGOS,CHECKED
12/29/2019 12:56,AZUREGOS,CHECKED
12/29/2019 13:30,AZUREGOS,CHECKED
12/29/2019 13:44,AZUREGOS,CHECKED
12/29/2019 14:13,AZUREGOS,CHECKED
12/29/2019 14:46,AZUREGOS,CHECKED
12/29/2019 15:18,AZUREGOS,CHECKED
12/29/2019 15:40,AZUREGOS,CHECKED
12/29/2019 16:09,AZUREGOS,CHECKED
12/29/2019 16:28,AZUREGOS,CHECKED
12/29/2019 17:06,AZUREGOS,CHECKED
12/29/2019 17:32,AZUREGOS,CHECKED
12/29/2019 18:01,AZUREGOS,CHECKED
12/29/2019 19:17,AZUREGOS,CHECKED
12/29/2019 19:56,AZUREGOS,CHECKED
12/29/2019 20:53,AZUREGOS,CHECKED
12/29/2019 22:23,AZUREGOS,CHECKED
12/30/2019 0:25,AZUREGOS,CHECKED
12/30/2019 1:22,AZUREGOS,CHECKED
12/30/2019 2:24,AZUREGOS,CHECKED
12/30/2019 2:50,AZUREGOS,CHECKED
12/30/2019 3:49,AZUREGOS,CHECKED
12/30/2019 4:08,AZUREGOS,CHECKED
12/30/2019 5:35,AZUREGOS,CHECKED
12/30/2019 6:13,AZUREGOS,CHECKED
12/30/2019 6:43,AZUREGOS,CHECKED
12/30/2019 7:33,AZUREGOS,CHECKED
12/30/2019 8:07,AZUREGOS,CHECKED
12/30/2019 8:55,AZUREGOS,CHECKED
12/30/2019 9:32,AZUREGOS,CHECKED
12/30/2019 10:40,AZUREGOS,KILLED
12/30/2019 13:37,KAZZAK,CHECKED
12/30/2019 14:36,KAZZAK,CHECKED
12/30/2019 14:36,AZUREGOS,CHECKED
12/30/2019 18:05,KAZZAK,CHECKED
12/30/2019 19:36,KAZZAK,CHECKED
12/30/2019 20:27,KAZZAK,CHECKED
12/30/2019 21:28,KAZZAK,CHECKED
12/30/2019 22:06,KAZZAK,CHECKED
12/30/2019 22:49,KAZZAK,CHECKED
12/30/2019 23:16,KAZZAK,CHECKED
12/31/2019 0:19,KAZZAK,CHECKED
12/31/2019 2:06,KAZZAK,CHECKED
12/31/2019 5:26,KAZZAK,CHECKED
12/31/2019 6:40,KAZZAK,CHECKED
12/31/2019 7:28,KAZZAK,CHECKED
12/31/2019 7:45,AZUREGOS,CHECKED
12/31/2019 8:13,KAZZAK,CHECKED
12/31/2019 9:21,AZUREGOS,CHECKED
12/31/2019 9:42,KAZZAK,CHECKED
12/31/2019 10:06,AZUREGOS,CHECKED
12/31/2019 12:22,KAZZAK,CHECKED
12/31/2019 13:20,AZUREGOS,CHECKED
12/31/2019 13:40,AZUREGOS,CHECKED
12/31/2019 13:42,KAZZAK,CHECKED
12/31/2019 14:49,KAZZAK,CHECKED
12/31/2019 15:33,KAZZAK,CHECKED
12/31/2019 15:50,KAZZAK,CHECKED
12/31/2019 16:43,KAZZAK,CHECKED
12/31/2019 17:40,KAZZAK,CHECKED
12/31/2019 18:02,AZUREGOS,CHECKED
12/31/2019 18:06,KAZZAK,CHECKED
12/31/2019 18:52,KAZZAK,CHECKED
12/31/2019 19:54,AZUREGOS,CHECKED
12/31/2019 19:54,KAZZAK,CHECKED
12/31/2019 20:43,KAZZAK,CHECKED
12/31/2019 20:47,AZUREGOS,CHECKED
12/31/2019 21:17,KAZZAK,CHECKED
12/31/2019 21:25,AZUREGOS,CHECKED
12/31/2019 21:43,KAZZAK,CHECKED
12/31/2019 21:55,AZUREGOS,CHECKED
12/31/2019 21:59,KAZZAK,CHECKED
12/31/2019 22:00,AZUREGOS,CHECKED
12/31/2019 22:26,KAZZAK,CHECKED
12/31/2019 22:53,KAZZAK,CHECKED
12/31/2019 22:55,AZUREGOS,CHECKED
12/31/2019 23:30,AZUREGOS,CHECKED
12/31/2019 23:44,KAZZAK,CHECKED
1/1/2020 0:00,AZUREGOS,CHECKED
1/1/2020 0:00,KAZZAK,CHECKED
1/1/2020 0:32,KAZZAK,CHECKED
1/1/2020 1:13,KAZZAK,CHECKED
1/1/2020 1:53,KAZZAK,CHECKED
1/1/2020 2:43,AZUREGOS,CHECKED
1/1/2020 3:16,KAZZAK,CHECKED
1/1/2020 4:45,KAZZAK,CHECKED
1/1/2020 5:07,KAZZAK,CHECKED
1/1/2020 6:02,KAZZAK,KILLED
1/1/2020 6:11,AZUREGOS,CHECKED
1/1/2020 7:07,AZUREGOS,CHECKED
1/1/2020 7:42,AZUREGOS,CHECKED
1/1/2020 8:40,AZUREGOS,CHECKED
1/1/2020 9:19,AZUREGOS,CHECKED
1/1/2020 9:52,AZUREGOS,CHECKED
1/1/2020 10:07,AZUREGOS,CHECKED
1/1/2020 10:31,AZUREGOS,CHECKED
1/1/2020 11:06,AZUREGOS,CHECKED
1/1/2020 11:32,AZUREGOS,CHECKED
1/1/2020 12:00,AZUREGOS,CHECKED
1/1/2020 12:36,AZUREGOS,CHECKED
1/1/2020 13:00,AZUREGOS,CHECKED
1/1/2020 13:30,AZUREGOS,CHECKED
1/1/2020 14:02,AZUREGOS,CHECKED
1/1/2020 14:02,AZUREGOS,CHECKED
1/1/2020 14:30,AZUREGOS,CHECKED
1/1/2020 15:02,AZUREGOS,CHECKED
1/1/2020 15:30,AZUREGOS,CHECKED
1/1/2020 16:07,AZUREGOS,CHECKED
1/1/2020 16:34,AZUREGOS,KILLED
1/2/2020 8:25,KAZZAK,CHECKED
1/2/2020 10:29,KAZZAK,CHECKED
1/2/2020 10:53,KAZZAK,CHECKED
1/2/2020 12:19,KAZZAK,CHECKED
1/2/2020 13:06,KAZZAK,CHECKED
1/2/2020 13:35,KAZZAK,CHECKED
1/2/2020 13:50,KAZZAK,CHECKED
1/2/2020 14:15,KAZZAK,CHECKED
1/2/2020 15:25,KAZZAK,CHECKED
1/2/2020 16:02,KAZZAK,CHECKED
1/2/2020 16:24,KAZZAK,CHECKED
1/2/2020 16:59,KAZZAK,CHECKED
1/2/2020 17:15,KAZZAK,CHECKED
1/2/2020 17:59,KAZZAK,CHECKED
1/2/2020 18:45,KAZZAK,CHECKED
1/2/2020 19:53,KAZZAK,KILLED
1/2/2020 23:02,AZUREGOS,CHECKED
1/3/2020 0:52,AZUREGOS,CHECKED
1/3/2020 1:23,AZUREGOS,CHECKED
1/3/2020 1:53,AZUREGOS,CHECKED
1/3/2020 2:50,AZUREGOS,CHECKED
1/3/2020 3:21,AZUREGOS,CHECKED
1/3/2020 3:53,AZUREGOS,CHECKED
1/3/2020 4:26,AZUREGOS,CHECKED
1/3/2020 4:59,AZUREGOS,CHECKED
1/3/2020 5:35,AZUREGOS,CHECKED
1/3/2020 6:08,AZUREGOS,CHECKED
1/3/2020 10:10,AZUREGOS,CHECKED
1/3/2020 11:18,AZUREGOS,CHECKED
1/3/2020 11:43,AZUREGOS,CHECKED
1/3/2020 12:50,AZUREGOS,CHECKED
1/3/2020 14:35,AZUREGOS,CHECKED
1/3/2020 15:14,AZUREGOS,CHECKED
1/3/2020 15:58,AZUREGOS,CHECKED
1/3/2020 16:30,AZUREGOS,CHECKED
1/3/2020 17:05,AZUREGOS,CHECKED
1/3/2020 17:38,AZUREGOS,CHECKED
1/3/2020 18:15,AZUREGOS,CHECKED
1/3/2020 18:47,AZUREGOS,CHECKED
1/3/2020 19:26,AZUREGOS,CHECKED
1/3/2020 20:13,AZUREGOS,CHECKED
1/3/2020 20:58,AZUREGOS,CHECKED
1/3/2020 21:56,AZUREGOS,CHECKED
1/3/2020 23:15,AZUREGOS,CHECKED
1/4/2020 0:32,AZUREGOS,CHECKED
1/4/2020 2:06,KAZZAK,CHECKED
1/4/2020 2:35,AZUREGOS,CHECKED
1/4/2020 3:19,AZUREGOS,CHECKED
1/4/2020 3:25,KAZZAK,CHECKED
1/4/2020 3:50,AZUREGOS,CHECKED
1/4/2020 4:27,AZUREGOS,CHECKED
1/4/2020 5:28,AZUREGOS,CHECKED
1/4/2020 5:28,KAZZAK,CHECKED
1/4/2020 6:13,AZUREGOS,CHECKED
1/4/2020 6:46,AZUREGOS,CHECKED
1/4/2020 8:23,AZUREGOS,CHECKED
1/4/2020 8:25,KAZZAK,CHECKED
1/4/2020 8:29,AZUREGOS,CHECKED
1/4/2020 9:26,KAZZAK,CHECKED
1/4/2020 9:27,AZUREGOS,CHECKED
1/4/2020 10:07,KAZZAK,CHECKED
1/4/2020 10:59,KAZZAK,CHECKED
1/4/2020 11:11,AZUREGOS,CHECKED
1/4/2020 13:01,KAZZAK,CHECKED
1/4/2020 13:01,AZUREGOS,CHECKED
1/4/2020 13:46,AZUREGOS,CHECKED
1/4/2020 14:34,KAZZAK,CHECKED
1/4/2020 14:37,AZUREGOS,CHECKED
1/4/2020 15:34,AZUREGOS,CHECKED
1/4/2020 15:36,KAZZAK,CHECKED
1/4/2020 16:01,KAZZAK,CHECKED
1/4/2020 16:21,AZUREGOS,CHECKED
1/4/2020 17:02,AZUREGOS,CHECKED
1/4/2020 17:07,KAZZAK,CHECKED
1/4/2020 17:28,KAZZAK,CHECKED
1/4/2020 17:38,AZUREGOS,CHECKED
1/4/2020 18:10,KAZZAK,CHECKED
1/4/2020 18:11,AZUREGOS,CHECKED
1/4/2020 18:32,KAZZAK,CHECKED
1/4/2020 18:46,AZUREGOS,CHECKED
1/4/2020 19:03,KAZZAK,CHECKED
1/4/2020 19:19,AZUREGOS,CHECKED
1/4/2020 19:33,KAZZAK,CHECKED
1/4/2020 20:00,AZUREGOS,CHECKED
1/4/2020 20:32,KAZZAK,CHECKED
1/4/2020 20:50,AZUREGOS,CHECKED
1/4/2020 21:05,KAZZAK,CHECKED
1/4/2020 21:28,KAZZAK,CHECKED
1/4/2020 21:32,AZUREGOS,CHECKED
1/4/2020 21:57,KAZZAK,CHECKED
1/4/2020 22:13,AZUREGOS,CHECKED
1/4/2020 23:03,AZUREGOS,CHECKED
1/4/2020 23:13,KAZZAK,KILLED
1/4/2020 23:33,AZUREGOS,CHECKED
1/5/2020 0:03,AZUREGOS,CHECKED
1/5/2020 0:42,AZUREGOS,CHECKED
1/5/2020 1:12,AZUREGOS,CHECKED
1/5/2020 1:42,AZUREGOS,CHECKED
1/5/2020 2:18,AZUREGOS,CHECKED
1/5/2020 2:41,AZUREGOS,CHECKED
1/5/2020 3:25,AZUREGOS,CHECKED
1/5/2020 3:49,AZUREGOS,CHECKED
1/5/2020 4:24,AZUREGOS,CHECKED
1/5/2020 4:52,AZUREGOS,CHECKED
1/5/2020 5:27,AZUREGOS,CHECKED
1/5/2020 6:04,AZUREGOS,CHECKED
1/5/2020 6:39,AZUREGOS,CHECKED
1/5/2020 7:20,AZUREGOS,CHECKED
1/5/2020 7:43,AZUREGOS,CHECKED
1/5/2020 8:23,AZUREGOS,CHECKED
1/5/2020 9:42,AZUREGOS,CHECKED
1/5/2020 11:36,AZUREGOS,CHECKED
1/5/2020 12:32,AZUREGOS,CHECKED
1/5/2020 12:43,AZUREGOS,CHECKED
1/5/2020 12:47,AZUREGOS,CHECKED
1/5/2020 13:28,AZUREGOS,CHECKED
1/5/2020 13:55,AZUREGOS,CHECKED
1/5/2020 14:22,AZUREGOS,CHECKED
1/5/2020 14:42,AZUREGOS,CHECKED
1/5/2020 15:14,AZUREGOS,CHECKED
1/5/2020 15:38,AZUREGOS,CHECKED
1/5/2020 16:04,AZUREGOS,CHECKED
1/5/2020 16:25,AZUREGOS,CHECKED
1/5/2020 16:55,AZUREGOS,CHECKED
1/5/2020 17:11,AZUREGOS,CHECKED
1/5/2020 17:41,AZUREGOS,CHECKED
1/5/2020 18:10,AZUREGOS,CHECKED
1/5/2020 19:00,AZUREGOS,CHECKED
1/5/2020 19:12,AZUREGOS,CHECKED
1/5/2020 20:02,AZUREGOS,CHECKED
1/5/2020 20:30,AZUREGOS,CHECKED
1/5/2020 20:54,AZUREGOS,CHECKED
1/5/2020 21:51,AZUREGOS,CHECKED
1/5/2020 21:58,AZUREGOS,CHECKED
1/5/2020 22:20,AZUREGOS,CHECKED
1/5/2020 22:43,AZUREGOS,CHECKED
1/5/2020 23:20,AZUREGOS,CHECKED
1/5/2020 23:50,AZUREGOS,CHECKED
1/6/2020 0:15,AZUREGOS,CHECKED
1/6/2020 0:50,AZUREGOS,CHECKED
1/6/2020 1:51,AZUREGOS,CHECKED
1/6/2020 2:14,AZUREGOS,CHECKED
1/6/2020 2:36,AZUREGOS,CHECKED
1/6/2020 3:05,AZUREGOS,CHECKED
1/6/2020 3:30,AZUREGOS,CHECKED
1/6/2020 5:15,AZUREGOS,KILLED
1/6/2020 9:46,KAZZAK,CHECKED
1/6/2020 15:05,KAZZAK,CHECKED
1/6/2020 15:42,KAZZAK,CHECKED
1/6/2020 16:21,KAZZAK,CHECKED
1/6/2020 16:50,KAZZAK,CHECKED
1/6/2020 17:54,KAZZAK,CHECKED
1/6/2020 19:00,KAZZAK,CHECKED
1/6/2020 19:30,KAZZAK,CHECKED
1/6/2020 20:10,KAZZAK,CHECKED
1/6/2020 20:30,KAZZAK,CHECKED
1/6/2020 21:03,KAZZAK,CHECKED
1/6/2020 21:28,KAZZAK,CHECKED
1/6/2020 22:12,KAZZAK,CHECKED
1/6/2020 22:40,KAZZAK,CHECKED
1/6/2020 23:14,KAZZAK,CHECKED
1/7/2020 0:17,KAZZAK,CHECKED
1/7/2020 1:53,AZUREGOS,CHECKED
1/7/2020 4:16,KAZZAK,CHECKED
1/7/2020 6:17,KAZZAK,CHECKED
1/7/2020 7:33,KAZZAK,CHECKED
1/7/2020 8:03,KAZZAK,CHECKED
1/7/2020 8:33,KAZZAK,CHECKED
1/7/2020 9:00,KAZZAK,CHECKED
1/7/2020 9:35,KAZZAK,CHECKED
1/7/2020 10:06,KAZZAK,CHECKED
1/7/2020 10:22,AZUREGOS,CHECKED
1/7/2020 10:28,KAZZAK,CHECKED
1/7/2020 10:50,AZUREGOS,CHECKED
1/7/2020 11:21,AZUREGOS,CHECKED
